nome,fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,anos_pm,fase_ideal,na_fase,diff_fase,idade,sexo_encoded,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-698,6,A,Escola Pública,Veterano,Ametista,7.294,7.9,8.1,5.6,7.2,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.9,5.0,Nível 7 (3o EM),-1.0,F,B,0,0,3,1.0,7.0,0,-1.0,17.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-700,2,I,Escola Pública,Veterano,Ágata,6.197,9.5,4.6,7.5,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,2,2.0,3.0,0,-1.0,12.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-703,3,F,Escola Pública,Veterano,Ametista,7.106,9.2,6.7,7.5,6.3,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.9,5.0,Nível 4 (9o ano),-1.0,M,B,0,0,3,2.0,4.0,0,-1.0,14.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-706,2,I,Escola Pública,Veterano,Ametista,7.213,10.0,6.3,7.5,6.9,7.7,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,3,2.0,3.0,0,-1.0,13.0,1.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-707,2,C,Escola Pública,Veterano,Ágata,6.814,9.5,7.1,7.5,5.4,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,2.5,Nível 5 (1o EM),-3.0,M,B,0,0,2,2.0,5.0,0,-3.0,15.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-708,1,E,Escola Pública,Veterano,Ametista,7.286,9.0,9.2,7.5,5.1,8.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,R,0,0,3,2.0,2.0,0,-1.0,11.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-709,1,R,Escola Pública,Ingressante,Ametista,7.449,8.5,8.3,7.5,5.8,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,F,B,0,0,3,0.0,2.0,0,-1.0,11.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-710,2,B,Rede Decisão,Veterano,Topázio,8.713,9.5,9.2,7.5,8.3,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.4,10.0,Nível 2 (5o e 6o ano),0.0,M,R,1,0,4,3.0,2.0,1,0.0,11.0,0.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-713,2,R,Escola Pública,Veterano,Quartzo,5.129,0.0,6.3,6.9,2.6,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,1,2.0,3.0,0,-1.0,12.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-716,2,G,Escola Pública,Veterano,Ametista,6.911,8.5,6.3,7.5,4.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,10.0,Nível 2 (5o e 6o ano),0.0,M,B,0,0,3,2.0,2.0,1,0.0,10.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-717,3,R,Escola Pública,Ingressante,Quartzo,5.494,8.8,4.7,7.5,3.3,7.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.3,5.0,Nível 4 (9o ano),-1.0,M,B,0,0,1,0.0,4.0,0,-1.0,14.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-721,2,I,Escola Pública,Veterano,Quartzo,5.029,9.5,3.8,5.6,2.5,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,1,2.0,3.0,0,-1.0,13.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-722,1,M,Escola Pública,Ingressante,Topázio,8.271,10.0,10.0,7.5,6.9,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,B,0,1,4,0.0,2.0,0,-1.0,11.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-725,2,M,Escola Pública,Veterano,Quartzo,2.767,0.0,0.4,7.5,0.0,7.5,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,3.4,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,0,0,1,3.0,3.0,0,-1.0,12.0,0.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-726,0,M,Escola Pública,Ingressante,Ágata,5.981,8.4,4.2,7.5,3.4,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.7,10.0,ALFA  (2o e 3o ano),0.0,M,B,0,0,2,0.0,0.0,1,0.0,8.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-729,4,E,Escola Pública,Ingressante,Ágata,5.686,6.7,3.9,7.5,5.8,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.4,5.0,Nível 5 (1o EM),-1.0,M,R,0,0,2,0.0,5.0,0,-1.0,15.0,0.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-730,5,F,Rede Decisão,Ingressante,Ágata,5.690,8.3,4.4,5.0,5.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.3,5.0,Nível 6 (2o EM),-1.0,F,B,1,0,2,0.0,6.0,0,-1.0,16.0,1.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-732,5,L,Rede Decisão,Veterano,Ametista,7.765,7.9,6.4,7.5,8.0,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.7,10.0,Nível 5 (1o EM),0.0,M,R,1,0,3,3.0,5.0,1,0.0,15.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-733,3,L,Rede Decisão,Veterano,Ametista,6.890,8.8,6.4,6.3,4.4,7.7,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 3 (7o e 8o ano),0.0,M,B,1,0,3,3.0,3.0,1,0.0,12.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-736,0,N,Escola Pública,Ingressante,Quartzo,5.113,9.0,5.0,0.0,3.6,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,10.0,ALFA  (2o e 3o ano),0.0,F,R,0,0,1,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-737,2,N,Escola Pública,Veterano,Ametista,7.431,9.0,7.1,7.5,6.9,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,0,0,3,2.0,3.0,0,-1.0,12.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-738,3,J,Rede Decisão,Veterano,Ametista,8.042,9.2,7.8,6.3,8.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 3 (7o e 8o ano),0.0,M,N,1,0,3,3.0,3.0,1,0.0,13.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-739,3,A,Rede Decisão,Veterano,Ametista,8.085,9.2,8.1,8.8,7.6,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.2,5.0,Nível 4 (9o ano),-1.0,F,B,1,1,3,5.0,4.0,0,-1.0,14.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-740,0,P,Escola Pública,Veterano,Ágata,6.421,9.0,5.8,7.5,4.2,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.6,5.0,Nível 2 (5o e 6o ano),-2.0,F,P,0,0,2,1.0,2.0,0,-2.0,11.0,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-741,5,B,Escola Pública,Ingressante,Ametista,7.002,8.8,4.4,7.5,6.2,8.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.3,10.0,Nível 5 (1o EM),0.0,M,R,0,0,3,0.0,5.0,1,0.0,15.0,0.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-742,3,G,Escola Pública,Ingressante,Ametista,7.360,7.5,6.1,7.5,6.8,7.7,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.5,10.0,Nível 3 (7o e 8o ano),0.0,F,B,0,0,3,0.0,3.0,1,0.0,13.0,1.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-743,1,J,Escola Pública,Veterano,Ametista,8.061,10.0,8.8,5.0,6.4,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 1 (4o ano),0.0,M,P,0,0,3,1.0,1.0,1,0.0,9.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-746,2,G,Rede Decisão,Veterano,Topázio,9.107,9.0,8.8,8.8,9.3,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.4,10.0,Nível 2 (5o e 6o ano),0.0,F,R,1,1,4,3.0,2.0,1,0.0,11.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-747,4,E,Escola Pública,Veterano,Topázio,8.675,8.8,8.9,7.5,7.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sim,9.3,10.0,Nível 4 (9o ano),0.0,M,P,0,1,4,2.0,4.0,1,0.0,14.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-748,0,Q,Escola Pública,Ingressante,Ametista,7.985,10.0,10.0,7.5,6.4,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,F,B,0,0,3,0.0,2.0,0,-2.0,11.0,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-749,4,G,Escola Pública,Veterano,Ágata,6.508,6.3,5.0,7.5,7.6,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,6.8,5.0,Nível 5 (1o EM),-1.0,F,R,0,0,2,3.0,5.0,0,-1.0,15.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-753,4,E,Escola Pública,Veterano,Quartzo,4.785,8.3,2.5,7.5,0.8,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.1,10.0,Nível 3 (7o e 8o ano),1.0,M,R,0,0,1,2.0,3.0,0,1.0,13.0,0.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-755,4,G,Rede Decisão,Veterano,Ágata,6.872,7.1,4.7,6.9,6.8,7.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.0,10.0,Nível 4 (9o ano),0.0,F,R,1,0,2,4.0,4.0,1,0.0,14.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-757,3,A,Escola Pública,Veterano,Quartzo,5.421,7.9,5.3,7.5,2.9,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.1,5.0,Nível 4 (9o ano),-1.0,F,B,0,0,1,4.0,4.0,0,-1.0,14.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-758,2,K,Escola Pública,Veterano,Ametista,6.983,8.5,5.4,7.5,6.5,8.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,0,0,3,1.0,3.0,0,-1.0,12.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-760,0,P,Escola Pública,Veterano,Ametista,7.360,8.0,5.8,7.5,6.8,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,10.0,ALFA  (2o e 3o ano),0.0,M,B,0,0,3,1.0,0.0,1,0.0,8.0,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-763,1,F,Escola Pública,Ingressante,Ágata,6.546,7.5,7.1,7.5,3.2,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.5,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,0,2,0.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-766,5,A,Escola Pública,Ingressante,Ametista,7.440,9.2,7.5,7.5,6.5,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.4,5.0,Nível 6 (2o EM),-1.0,M,R,0,0,3,1.0,6.0,0,-1.0,16.0,0.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-768,3,G,Rede Decisão,Veterano,Ametista,8.065,8.3,9.2,6.3,8.4,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 5 (1o EM),-2.0,M,P,1,0,3,4.0,5.0,0,-2.0,15.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-769,3,B,Escola Pública,Ingressante,Topázio,8.401,9.6,7.2,7.5,8.5,7.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,10.0,Nível 3 (7o e 8o ano),0.0,F,B,0,0,4,0.0,3.0,1,0.0,13.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-773,2,F,Rede Decisão,Veterano,Topázio,8.921,9.5,10.0,7.5,8.9,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,1,1,4,5.0,3.0,0,-1.0,13.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-775,2,A,Escola Pública,Ingressante,Topázio,9.211,9.5,10.0,7.5,8.9,8.1,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.6,10.0,Nível 2 (5o e 6o ano),0.0,F,B,0,1,4,0.0,2.0,1,0.0,11.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-776,3,R,Escola Pública,Veterano,Quartzo,5.424,7.9,4.2,7.5,3.9,6.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.4,5.0,Nível 5 (1o EM),-2.0,M,P,0,0,1,1.0,5.0,0,-2.0,15.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-777,2,D,Escola Pública,Veterano,Quartzo,5.500,8.0,3.8,7.5,4.3,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.8,2.5,Nível 5 (1o EM),-3.0,M,R,0,0,1,2.0,5.0,0,-3.0,14.0,0.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-781,3,M,Escola Pública,Veterano,Quartzo,5.450,8.8,3.1,7.5,3.3,6.7,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.4,10.0,Nível 3 (7o e 8o ano),0.0,F,R,0,0,1,1.0,3.0,1,0.0,13.0,1.0,Neutro,Negativo,Neutro,,0.0,-1.0,0.0,,0.0
ALUNO-783,2,K,Escola Pública,Veterano,Ágata,6.118,7.5,4.6,7.5,3.6,8.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,2,1.0,3.0,0,-1.0,12.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-784,2,G,Rede Decisão,Ingressante,Topázio,8.533,9.5,9.2,8.8,7.9,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.7,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,1,1,4,0.0,3.0,0,-1.0,13.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-786,5,F,Escola Pública,Veterano,Quartzo,5.341,7.1,6.1,5.0,3.3,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.1,5.0,Nível 7 (3o EM),-2.0,F,R,0,0,1,3.0,7.0,0,-2.0,17.0,1.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-790,4,A,Rede Decisão,Veterano,Topázio,8.650,10.0,8.3,7.5,7.5,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.3,10.0,Nível 4 (9o ano),0.0,M,B,1,1,4,2.0,4.0,1,0.0,14.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-792,2,I,Escola Pública,Veterano,Quartzo,5.531,6.3,5.8,5.0,4.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.8,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,0,0,1,4.0,3.0,0,-1.0,12.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-793,1,E,Escola Pública,Veterano,Ágata,6.506,8.0,7.9,7.5,3.9,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.8,5.0,Nível 2 (5o e 6o ano),-1.0,M,B,0,0,2,1.0,2.0,0,-1.0,10.0,0.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-794,3,L,Rede Decisão,Veterano,Ametista,7.211,7.9,7.5,6.3,8.2,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.1,2.5,Nível 6 (2o EM),-3.0,,,1,0,3,4.0,6.0,0,-3.0,12.0,,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-796,4,E,Escola Pública,Veterano,Ágata,5.943,8.3,6.7,7.5,2.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.2,10.0,Nível 4 (9o ano),0.0,F,R,0,0,2,3.0,4.0,1,0.0,14.0,1.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-797,2,R,Escola Pública,Veterano,Quartzo,2.468,0.0,0.4,6.3,0.0,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.1,2.5,Nível 6 (2o EM),-4.0,F,R,0,0,1,2.0,6.0,0,-4.0,13.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-798,3,R,Escola Pública,Ingressante,Ametista,7.250,9.2,7.5,7.5,6.5,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.7,5.0,Nível 4 (9o ano),-1.0,M,B,0,0,3,0.0,4.0,0,-1.0,14.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-802,0,Q,Escola Pública,Ingressante,Topázio,9.046,9.5,10.0,7.5,7.9,8.8,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.4,10.0,ALFA  (2o e 3o ano),0.0,M,R,0,1,4,0.0,0.0,1,0.0,8.0,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-803,0,K,Escola Pública,Veterano,Ametista,7.133,8.5,6.7,7.5,6.6,8.8,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 1 (4o ano),-1.0,M,B,0,0,3,1.0,1.0,0,-1.0,8.0,0.0,Neutro,,,,0.0,,,,0.0
ALUNO-805,1,J,Escola Pública,Ingressante,Ametista,6.993,8.5,5.8,7.5,5.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.9,10.0,Nível 1 (4o ano),0.0,F,B,0,0,3,0.0,1.0,1,0.0,9.0,1.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-807,1,E,Escola Pública,Veterano,Topázio,9.176,10.0,10.0,5.0,9.1,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.8,10.0,Nível 1 (4o ano),0.0,M,R,0,1,4,2.0,1.0,1,0.0,9.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-809,1,G,Escola Pública,Ingressante,Quartzo,4.769,10.0,2.5,7.5,0.0,7.2,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,5.0,Nível 2 (5o e 6o ano),-1.0,F,R,0,0,1,0.0,2.0,0,-1.0,11.0,1.0,,Neutro,Neutro,,,0.0,0.0,,0.0
ALUNO-811,2,B,Rede Decisão,Veterano,Ametista,7.196,8.0,8.3,7.5,6.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,1,0,3,3.0,3.0,0,-1.0,12.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-812,0,Q,Escola Pública,Ingressante,Ametista,8.075,10.0,10.0,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,F,B,0,0,3,0.0,2.0,0,-2.0,11.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-813,2,F,Escola Pública,Veterano,Ametista,7.275,9.0,7.5,7.5,3.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.8,10.0,Nível 2 (5o e 6o ano),0.0,M,B,0,0,3,3.0,2.0,1,0.0,10.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-814,2,E,Escola Pública,Veterano,Ágata,6.231,7.9,5.0,7.5,4.4,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.6,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,0,0,2,2.0,3.0,0,-1.0,12.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-817,2,C,Escola Pública,Veterano,Ametista,7.549,9.0,7.5,7.5,7.6,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.2,2.5,Nível 5 (1o EM),-3.0,F,R,0,1,3,2.0,5.0,0,-3.0,11.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-818,0,O,Escola Pública,Ingressante,Ametista,6.958,8.0,6.7,7.5,4.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.3,10.0,ALFA  (2o e 3o ano),0.0,F,R,0,0,3,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-820,5,B,Rede Decisão,Veterano,Ametista,8.073,8.8,6.1,7.5,8.2,8.6,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.7,10.0,Nível 5 (1o EM),0.0,F,R,1,0,3,4.0,5.0,1,0.0,15.0,1.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-822,0,T,Escola Pública,Ingressante,Topázio,8.758,9.5,10.0,7.5,6.6,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,F,R,0,1,4,0.0,0.0,1,0.0,8.0,1.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-823,2,N,Rede Decisão,Veterano,Ametista,7.207,8.5,7.1,7.5,3.9,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 2 (5o e 6o ano),0.0,M,R,1,0,3,3.0,2.0,1,0.0,11.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-824,1,M,Escola Pública,Veterano,Ametista,7.760,9.0,10.0,7.5,4.9,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,1,3,2.0,2.0,0,-1.0,11.0,0.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-825,3,M,Escola JP II,Veterano,Quartzo,4.286,7.9,2.8,6.3,1.2,6.3,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.8,5.0,Nível 4 (9o ano),-1.0,M,B,1,0,1,3.0,4.0,0,-1.0,14.0,0.0,Neutro,Negativo,Neutro,,0.0,-1.0,0.0,,0.0
ALUNO-826,2,L,Escola Pública,Veterano,Quartzo,4.186,0.0,2.5,7.5,1.0,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,0,0,1,1.0,3.0,0,-1.0,12.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
