nome,ida,diff_fase,ponto_virada_encoded,anos_pm,bolsista_encoded,ipv,corraca,ponto_virada,ian,pedra,pedra_encoded,iaa,ips,ieg,ipp,idade,sexo_encoded,fase,inde,sexo,na_fase,ano
ALUNO-945,9.0,-2.0,0,0.0,0,8.6,R,Não,5.0,Ametista,3,8.8,7.5,6.4,8.3,15.0,1.0,3,7.747,F,0,2021
ALUNO-946,7.1,0.0,0,0.0,0,8.1,B,Não,10.0,Ametista,3,7.9,7.5,6.1,7.5,13.0,1.0,3,7.542,F,1,2021
ALUNO-947,5.1,-1.0,0,0.0,0,8.1,B,Não,5.0,Ametista,3,8.5,7.5,8.8,8.1,11.0,0.0,1,7.31,M,0,2021
ALUNO-948,6.2,-1.0,0,3.0,0,7.8,B,Não,5.0,Ametista,3,8.3,7.5,6.4,7.5,14.0,1.0,3,6.908,F,0,2021
ALUNO-951,7.0,-1.0,0,1.0,1,7.6,R,Não,5.0,Ametista,3,8.3,7.5,7.2,8.0,17.0,0.0,6,7.233,M,0,2021
ALUNO-956,5.9,0.0,0,0.0,0,7.6,B,Não,10.0,Ametista,3,9.0,7.5,7.5,7.5,8.0,0.0,0,7.604,M,1,2021
ALUNO-957,5.3,0.0,0,2.0,1,7.9,R,Não,10.0,Ametista,3,7.5,7.5,7.5,8.1,11.0,1.0,2,7.44,F,1,2021
ALUNO-958,7.6,-2.0,0,3.0,1,8.3,R,Não,5.0,Ametista,3,7.1,6.9,8.1,8.1,16.0,0.0,4,7.494,M,0,2021
ALUNO-959,6.1,-1.0,1,0.0,0,9.4,P,Sim,5.0,Ametista,3,9.0,7.5,10.0,8.1,11.0,0.0,1,8.064,M,0,2021
ALUNO-961,4.2,0.0,0,2.0,1,7.9,R,Não,10.0,Ametista,3,9.5,6.3,7.5,7.7,10.0,1.0,2,7.261,F,1,2021
ALUNO-963,7.3,-1.0,0,0.0,0,8.8,R,Não,5.0,Ametista,3,7.0,7.5,9.6,8.1,11.0,1.0,1,7.885,F,0,2021
ALUNO-964,6.3,-1.0,0,1.0,0,8.0,B,Não,5.0,Ágata,2,0.0,7.5,5.4,8.3,12.0,1.0,2,6.029,F,0,2021
ALUNO-965,5.0,0.0,0,3.0,0,8.2,R,Não,10.0,Ametista,3,8.8,7.5,6.1,7.5,13.0,0.0,3,7.239,M,1,2021
ALUNO-966,0.0,-2.0,0,0.0,0,5.0,R,Não,5.0,Quartzo,1,8.0,7.5,0.0,2.5,11.0,1.0,0,3.3,F,0,2021
ALUNO-969,7.7,-2.0,1,0.0,0,9.9,R,Sim,5.0,Topázio,4,9.5,7.5,10.0,8.8,11.0,1.0,0,8.596,F,0,2021
ALUNO-972,6.6,-1.0,1,0.0,0,9.6,B,Sim,5.0,Topázio,4,9.5,7.5,10.0,8.1,9.0,0.0,0,8.254,M,0,2021
ALUNO-973,2.7,-1.0,0,2.0,0,6.8,B,Não,5.0,Ágata,2,6.3,6.3,7.9,6.9,10.0,1.0,1,5.933,F,0,2021
ALUNO-977,5.4,-1.0,0,0.0,0,5.1,R,Não,5.0,Ágata,2,9.0,7.5,7.1,5.8,11.0,1.0,1,6.249,F,0,2021
ALUNO-983,7.2,1.0,1,3.0,1,9.8,B,Sim,10.0,Topázio,4,7.9,7.5,7.5,8.5,11.0,1.0,3,8.296,F,0,2021
ALUNO-984,1.1,-1.0,0,4.0,0,4.3,R,Não,5.0,Quartzo,1,9.5,7.5,0.4,7.2,11.0,0.0,1,4.081,M,0,2021
ALUNO-986,6.3,-1.0,0,3.0,0,7.5,B,Não,5.0,Ágata,2,8.8,1.9,6.4,8.3,15.0,0.0,4,6.427,M,0,2021
ALUNO-987,6.1,0.0,0,0.0,0,8.6,B,Não,10.0,Ametista,3,9.0,7.5,8.3,7.2,8.0,0.0,0,7.965,M,1,2021
ALUNO-989,5.8,-1.0,0,1.0,0,6.9,R,Não,5.0,Quartzo,1,0.0,7.5,3.3,7.5,13.0,1.0,2,5.207,F,0,2021
ALUNO-991,5.2,0.0,0,2.0,0,7.7,B,Não,10.0,Ametista,3,9.0,7.5,5.4,7.9,11.0,1.0,2,7.107,F,1,2021
ALUNO-993,6.6,0.0,0,3.0,1,6.3,R,Não,10.0,Ágata,2,5.4,5.0,3.6,7.0,15.0,1.0,5,6.05,F,1,2021
ALUNO-994,7.4,-1.0,0,2.0,0,8.3,R,Não,5.0,Ametista,3,9.5,7.5,7.5,7.5,12.0,0.0,2,7.604,M,0,2021
ALUNO-995,0.9,-1.0,0,2.0,0,7.9,B,Não,5.0,Ágata,2,8.0,7.5,5.8,7.7,11.0,0.0,1,5.751,M,0,2021
ALUNO-996,5.6,0.0,0,3.0,1,6.2,B,Não,10.0,Ametista,3,9.0,7.5,5.8,7.3,11.0,1.0,2,6.892,F,1,2021
ALUNO-997,8.6,0.0,1,2.0,1,9.5,B,Sim,10.0,Topázio,4,8.5,5.0,10.0,7.9,10.0,0.0,2,8.767,M,1,2021
ALUNO-999,6.4,0.0,0,3.0,1,7.2,R,Não,10.0,Ágata,2,7.9,4.4,6.1,6.9,13.0,1.0,3,6.858,F,1,2021
ALUNO-1001,6.9,0.0,1,0.0,0,10.0,B,Sim,10.0,Topázio,4,9.5,7.5,10.0,8.4,8.0,1.0,0,8.931,F,1,2021
ALUNO-1002,7.5,-2.0,0,1.0,0,8.1,P,Não,5.0,Ametista,3,8.8,7.5,8.3,7.7,15.0,0.0,3,7.693,M,0,2021
ALUNO-1004,6.4,-2.0,0,1.0,0,6.3,B,Não,5.0,Ametista,3,10.0,6.9,10.0,7.8,9.0,0.0,0,7.506,M,0,2021
ALUNO-1007,0.8,-1.0,0,2.0,0,6.5,B,Não,5.0,Quartzo,1,0.0,7.5,1.7,7.2,12.0,1.0,2,3.752,F,0,2021
ALUNO-1009,6.3,0.0,0,0.0,0,7.2,R,Não,10.0,Ametista,3,7.0,7.5,10.0,2.5,8.0,0.0,0,7.4,M,1,2021
ALUNO-1010,5.2,-1.0,0,2.0,0,8.1,P,Não,5.0,Ametista,3,8.0,7.5,10.0,7.5,10.0,1.0,1,7.449,F,0,2021
ALUNO-1013,6.1,-1.0,0,0.0,0,7.7,P,Não,5.0,Ametista,3,9.0,7.5,7.9,8.1,13.0,1.0,2,7.292,F,0,2021
ALUNO-1014,6.3,-1.0,0,2.0,0,8.7,B,Não,5.0,Ametista,3,9.0,7.5,8.3,8.1,11.0,1.0,1,7.636,F,0,2021
ALUNO-1015,6.9,0.0,1,3.0,1,9.1,R,Sim,10.0,Topázio,4,9.6,7.5,8.9,7.9,13.0,1.0,3,8.475,F,1,2021
ALUNO-1016,1.1,-1.0,0,2.0,0,8.3,R,Não,5.0,Quartzo,1,9.0,7.5,0.8,7.5,13.0,0.0,2,4.946,M,0,2021
ALUNO-1017,5.8,1.0,1,3.0,1,9.2,B,Sim,10.0,Ametista,3,8.8,7.5,7.2,7.9,12.0,1.0,3,7.844,F,0,2021
ALUNO-1022,1.9,0.0,0,1.0,0,7.9,R,Não,10.0,Ametista,3,9.0,7.5,9.2,7.7,9.0,1.0,1,7.219,F,1,2021
ALUNO-1023,5.8,-1.0,1,0.0,0,9.2,P,Sim,5.0,Ametista,3,9.0,7.5,10.0,7.5,9.0,1.0,0,7.896,F,0,2021
ALUNO-1026,5.6,0.0,0,0.0,0,6.2,R,Não,10.0,Ametista,3,9.6,7.5,6.1,7.1,13.0,0.0,3,7.008,M,1,2021
ALUNO-1027,6.8,0.0,0,5.0,1,5.4,R,Não,10.0,Ágata,2,7.5,0.0,3.9,7.1,16.0,1.0,6,5.672,F,1,2021
ALUNO-1028,7.1,-1.0,0,2.0,0,7.8,R,Não,5.0,Ametista,3,8.4,7.5,5.4,7.5,13.0,1.0,2,6.917,F,0,2021
ALUNO-1029,8.4,0.0,1,2.0,0,9.7,B,Sim,10.0,Topázio,4,9.0,7.5,7.9,9.2,11.0,1.0,2,8.782,F,1,2021
ALUNO-1031,8.1,0.0,1,1.0,0,9.0,B,Sim,10.0,Topázio,4,9.5,7.5,10.0,7.5,9.0,0.0,1,8.863,M,1,2021
ALUNO-1032,5.1,-2.0,0,0.0,0,8.3,R,Não,5.0,Ametista,3,10.0,7.5,8.3,8.5,13.0,1.0,1,7.451,F,0,2021
ALUNO-1034,5.8,-1.0,1,2.0,0,9.0,R,Sim,5.0,Ametista,3,8.0,7.5,9.2,8.3,12.0,0.0,2,7.679,M,0,2021
ALUNO-1035,6.0,-1.0,1,1.0,0,9.6,R,Sim,5.0,Ametista,3,9.5,6.9,7.9,8.8,11.0,0.0,1,7.718,M,0,2021
ALUNO-1038,6.5,0.0,0,0.0,0,7.3,R,Não,10.0,Ágata,2,8.3,0.0,6.1,8.0,14.0,1.0,4,6.619,F,1,2021
ALUNO-1043,6.8,0.0,0,0.0,0,7.8,R,Não,10.0,Topázio,4,9.5,7.5,10.0,7.5,8.0,0.0,0,8.367,M,1,2021
ALUNO-1044,5.5,0.0,0,0.0,0,8.8,B,Não,10.0,Topázio,4,9.0,7.5,10.0,7.5,8.0,0.0,0,8.25,M,1,2021
ALUNO-1049,6.0,-1.0,0,0.0,0,8.1,B,Não,5.0,Ametista,3,7.9,7.5,8.8,8.5,11.0,0.0,1,7.457,M,0,2021
ALUNO-1050,6.9,0.0,1,0.0,0,9.5,P,Sim,10.0,Topázio,4,10.0,7.5,10.0,7.5,8.0,1.0,0,8.788,F,1,2021
ALUNO-1051,1.3,0.0,0,2.0,0,2.9,R,Não,10.0,Quartzo,1,0.0,7.5,1.7,6.9,13.0,1.0,3,3.599,F,1,2021
ALUNO-1055,4.7,0.0,0,0.0,0,7.6,R,Não,10.0,Ágata,2,7.5,5.0,4.7,7.7,13.0,1.0,3,6.421,F,1,2021
ALUNO-1057,5.8,0.0,1,0.0,0,9.0,R,Sim,10.0,Ametista,3,8.3,7.5,5.6,8.3,13.0,0.0,3,7.494,M,1,2021
ALUNO-1063,2.3,-1.0,0,0.0,0,7.5,R,Não,5.0,Quartzo,1,9.5,7.5,0.0,7.5,9.0,1.0,0,4.9,F,0,2021
ALUNO-1064,6.3,-2.0,0,0.0,0,7.8,R,Não,5.0,Ágata,2,10.0,0.0,10.0,5.0,11.0,0.0,0,6.817,M,0,2021
ALUNO-1065,7.0,-1.0,0,0.0,0,8.3,R,Não,5.0,Ametista,3,9.5,7.5,10.0,7.5,9.0,0.0,0,8.0,M,0,2021
ALUNO-1066,5.8,0.0,0,0.0,0,6.5,B,Não,10.0,Ágata,2,6.7,7.5,4.7,7.3,13.0,1.0,3,6.54,F,1,2021
ALUNO-1067,8.1,-1.0,1,3.0,0,9.2,B,Sim,5.0,Topázio,4,9.5,7.5,10.0,8.8,10.0,1.0,1,8.544,F,0,2021
ALUNO-1068,6.8,-1.0,0,0.0,0,7.2,R,Não,5.0,Ametista,3,9.2,7.5,8.6,8.1,17.0,0.0,6,7.501,M,0,2021
ALUNO-1070,5.4,-1.0,0,2.0,0,8.7,R,Não,5.0,Ametista,3,9.5,7.5,9.6,8.3,11.0,0.0,1,7.758,M,0,2021
ALUNO-1071,5.7,-1.0,0,0.0,0,8.6,R,Não,5.0,Ametista,3,9.5,7.5,7.1,7.3,13.0,1.0,2,7.194,F,0,2021
ALUNO-1072,4.6,0.0,0,1.0,0,8.2,B,Não,10.0,Ametista,3,9.2,7.5,5.3,7.5,13.0,1.0,3,7.033,F,1,2021
ALUNO-1073,5.4,-1.0,0,0.0,0,6.6,B,Não,5.0,Ametista,3,8.5,7.5,8.3,7.5,11.0,0.0,1,6.914,M,0,2021
ALUNO-1075,6.3,0.0,1,5.0,1,9.4,R,Sim,10.0,Ametista,3,7.5,7.5,7.2,7.8,15.0,1.0,5,7.859,F,1,2021
ALUNO-1078,0.0,-1.0,0,2.0,0,5.7,R,Não,5.0,Quartzo,1,9.0,8.1,1.7,7.7,12.0,1.0,2,4.45,F,0,2021
ALUNO-1083,0.0,-2.0,0,0.0,0,5.7,R,Não,5.0,Quartzo,1,0.0,5.0,2.9,7.8,14.0,1.0,2,3.498,F,0,2021
ALUNO-1084,5.6,0.0,0,2.0,0,8.2,R,Não,10.0,Ametista,3,8.0,6.9,9.6,7.9,9.0,0.0,1,7.954,M,1,2021
ALUNO-1085,3.9,-1.0,0,2.0,0,5.5,R,Não,5.0,Ágata,2,8.8,7.5,7.5,7.3,15.0,1.0,4,6.234,F,0,2021
ALUNO-1086,6.2,-2.0,0,0.0,0,8.6,B,Não,5.0,Ametista,3,7.9,7.5,10.0,7.5,11.0,0.0,0,7.746,M,0,2021
ALUNO-1087,5.0,-1.0,0,3.0,0,8.3,R,Não,5.0,Ametista,3,8.5,7.5,8.8,8.1,12.0,1.0,2,7.329,F,0,2021
ALUNO-1089,3.6,-1.0,0,2.0,0,7.2,R,Não,5.0,Ágata,2,9.0,7.5,2.9,7.5,11.0,0.0,1,5.653,M,0,2021
ALUNO-1090,3.7,-1.0,1,3.0,0,9.0,R,Sim,5.0,Ametista,3,8.5,7.5,8.8,7.9,11.0,1.0,1,7.179,F,0,2021
ALUNO-1093,5.4,3.0,0,5.0,1,6.8,R,Não,10.0,Ametista,3,7.9,7.5,7.2,8.0,17.0,1.0,6,7.225,F,0,2021
ALUNO-1095,8.9,1.0,1,2.0,0,9.7,B,Sim,10.0,Topázio,4,10.0,8.1,9.2,9.2,8.0,1.0,1,9.294,F,0,2021
ALUNO-1096,7.5,0.0,1,0.0,1,9.7,R,Sim,10.0,Topázio,4,10.0,7.5,8.9,8.3,13.0,0.0,3,8.814,M,1,2021
ALUNO-1098,5.3,0.0,0,0.0,0,8.8,R,Não,10.0,Topázio,4,10.0,7.5,10.0,7.5,8.0,1.0,0,8.313,F,1,2021
ALUNO-1099,5.9,0.0,0,0.0,0,8.9,R,Não,10.0,Topázio,4,10.0,6.3,9.6,8.1,9.0,1.0,1,8.331,F,1,2021
ALUNO-1103,3.3,-2.0,0,5.0,0,5.5,R,Não,5.0,Quartzo,1,0.0,5.6,2.9,6.0,14.0,1.0,2,4.0,F,0,2021
ALUNO-1104,3.6,-1.0,0,0.0,0,7.9,B,Não,5.0,Ametista,3,9.5,7.5,7.9,7.9,11.0,0.0,1,6.889,M,0,2021
ALUNO-1105,5.5,-1.0,0,5.0,0,7.3,B,Não,5.0,Ágata,2,9.5,6.3,6.3,7.3,12.0,1.0,2,6.621,F,0,2021
ALUNO-1107,8.0,-1.0,0,0.0,0,8.5,B,Não,5.0,Ametista,3,10.0,7.5,9.6,7.5,13.0,1.0,2,8.217,F,0,2021
ALUNO-1110,5.1,0.0,0,2.0,0,7.3,B,Não,10.0,Ágata,2,9.0,7.5,5.4,6.5,11.0,1.0,2,6.871,F,1,2021
ALUNO-1112,6.5,0.0,0,3.0,1,6.3,B,Não,10.0,Ametista,3,8.3,6.3,7.2,7.8,17.0,1.0,7,7.242,F,1,2021
ALUNO-1114,6.5,0.0,0,0.0,0,5.0,B,Não,10.0,Ágata,2,7.5,7.5,4.4,6.9,13.0,0.0,3,6.376,M,1,2021
ALUNO-1115,0.4,-2.0,0,0.0,0,6.7,R,Não,5.0,Quartzo,1,0.0,6.9,1.7,7.1,13.0,0.0,1,3.638,M,0,2021
ALUNO-1117,6.8,0.0,0,0.0,0,7.0,B,Não,10.0,Ametista,3,9.5,0.0,8.3,7.5,8.0,0.0,0,7.129,M,1,2021
ALUNO-1119,5.6,1.0,0,2.0,0,8.2,P,Não,10.0,Ametista,3,10.0,7.5,5.8,7.1,9.0,0.0,2,7.383,M,0,2021
ALUNO-1122,8.4,0.0,0,0.0,0,8.3,R,Não,10.0,Ametista,3,8.8,7.5,5.8,7.8,14.0,1.0,4,7.906,F,1,2021
ALUNO-1123,7.5,-2.0,0,2.0,1,8.5,B,Não,5.0,Ametista,3,7.5,6.3,8.6,8.3,16.0,1.0,4,7.634,F,0,2021
ALUNO-1124,6.0,-2.0,0,0.0,0,8.4,B,Não,5.0,Ametista,3,7.9,5.6,8.6,8.1,16.0,1.0,4,7.264,F,0,2021
ALUNO-1126,4.0,-1.0,0,0.0,0,4.8,P,Não,5.0,Quartzo,1,7.1,7.5,3.3,6.7,14.0,1.0,3,5.047,F,0,2021
ALUNO-1127,5.5,0.0,0,3.0,1,7.8,R,Não,10.0,Ametista,3,9.2,6.3,7.8,7.9,13.0,0.0,3,7.547,M,1,2021
ALUNO-1128,8.1,-1.0,0,3.0,1,8.9,B,Não,5.0,Ametista,3,9.2,5.0,8.9,8.8,15.0,1.0,4,7.961,F,0,2021
ALUNO-1129,4.6,0.0,0,2.0,0,8.1,B,Não,10.0,Ametista,3,6.8,6.9,7.9,7.7,11.0,0.0,2,7.261,M,1,2021
ALUNO-1130,9.5,-1.0,1,2.0,1,9.9,B,Sim,5.0,Topázio,4,10.0,7.5,10.0,9.8,12.0,0.0,2,9.107,M,0,2021
ALUNO-1131,4.1,-1.0,0,2.0,0,6.0,B,Não,5.0,Ágata,2,7.1,7.5,5.6,6.9,14.0,0.0,3,5.774,M,0,2021
ALUNO-1132,8.0,-1.0,0,2.0,1,7.4,B,Não,5.0,Ametista,3,7.1,7.5,8.6,8.3,18.0,0.0,7,7.584,M,0,2021
ALUNO-1136,8.2,-1.0,1,2.0,0,9.1,P,Sim,5.0,Topázio,4,8.8,7.5,9.2,8.8,15.0,1.0,4,8.292,F,0,2021
ALUNO-1139,5.0,-1.0,0,2.0,0,7.3,B,Não,5.0,Ágata,2,8.8,7.5,5.8,7.5,13.0,1.0,3,6.497,F,0,2021
ALUNO-1140,5.5,-2.0,0,0.0,0,7.2,R,Não,5.0,Ágata,2,7.5,7.5,6.1,7.8,17.0,1.0,5,6.545,F,0,2021
ALUNO-1141,6.9,-2.0,0,2.0,0,8.9,B,Não,5.0,Ametista,3,7.4,7.5,5.0,8.1,14.0,1.0,2,6.969,F,0,2021
ALUNO-1143,6.3,-1.0,0,0.0,0,7.1,R,Não,5.0,Ametista,3,8.5,3.8,10.0,7.5,9.0,1.0,0,7.154,F,0,2021
ALUNO-1146,6.1,0.0,0,0.0,0,8.3,B,Não,10.0,Ametista,3,9.6,7.5,7.2,7.5,13.0,0.0,3,7.775,M,1,2021
ALUNO-1147,8.9,-1.0,0,0.0,0,8.6,R,Não,5.0,Ametista,3,9.6,7.5,8.1,8.8,16.0,1.0,5,8.181,F,0,2021
ALUNO-1149,5.4,-2.0,0,2.0,0,6.3,B,Não,5.0,Ágata,2,9.0,7.5,4.2,5.0,11.0,0.0,0,5.825,M,0,2021
ALUNO-1150,5.8,-1.0,0,3.0,0,7.6,R,Não,5.0,Ametista,3,8.0,7.5,8.8,8.3,10.0,0.0,1,7.318,M,0,2021
ALUNO-1151,7.8,-1.0,0,0.0,0,6.3,B,Não,5.0,Ágata,2,0.0,7.5,5.3,7.9,14.0,1.0,3,5.931,F,0,2021
ALUNO-1155,7.7,0.0,1,0.0,0,9.8,B,Sim,10.0,Topázio,4,9.5,7.5,10.0,8.4,8.0,1.0,0,9.048,F,1,2021
ALUNO-1156,6.5,0.0,0,2.0,0,6.2,P,Não,10.0,Ágata,2,8.8,5.6,5.3,7.0,14.0,0.0,4,6.73,M,1,2021
ALUNO-1157,7.1,0.0,0,0.0,0,8.2,R,Não,10.0,Ametista,3,7.5,7.5,6.7,7.5,8.0,1.0,0,7.629,F,1,2021
ALUNO-1159,8.6,-1.0,0,2.0,1,8.4,B,Não,5.0,Ametista,3,8.8,7.5,8.3,8.3,16.0,1.0,5,8.014,F,0,2021
ALUNO-1160,5.8,0.0,0,0.0,0,7.4,B,Não,10.0,Ametista,3,7.9,7.5,5.8,8.0,14.0,1.0,4,7.13,F,1,2021
ALUNO-1161,6.9,-2.0,0,3.0,0,8.1,B,Não,5.0,Ágata,2,7.9,3.8,6.1,5.8,15.0,1.0,3,6.458,F,0,2021
ALUNO-1164,6.2,-1.0,0,0.0,0,7.2,B,Não,5.0,Ágata,2,9.0,7.5,5.0,7.5,9.0,1.0,0,6.571,F,0,2021
ALUNO-1165,7.2,-1.0,0,2.0,0,8.9,R,Não,5.0,Ametista,3,7.9,7.5,8.6,7.7,14.0,0.0,3,7.765,M,0,2021
ALUNO-1166,3.5,-2.0,0,4.0,0,5.7,P,Não,5.0,Quartzo,1,0.0,6.9,2.1,5.4,14.0,1.0,2,3.979,F,0,2021
ALUNO-1167,1.8,0.0,0,2.0,0,6.2,B,Não,10.0,Ágata,2,10.0,7.5,6.3,6.9,10.0,0.0,2,6.294,M,1,2021
ALUNO-1168,6.9,-2.0,1,1.0,0,9.0,P,Sim,5.0,Ametista,3,9.5,7.5,9.6,8.1,12.0,1.0,1,8.104,F,0,2021
ALUNO-1170,0.0,-1.0,0,2.0,0,5.2,B,Não,5.0,Quartzo,1,9.5,8.1,1.3,7.3,10.0,0.0,1,4.275,M,0,2021
ALUNO-1171,9.2,0.0,1,2.0,1,9.9,P,Sim,10.0,Topázio,4,8.8,6.3,8.9,9.2,13.0,1.0,3,9.025,F,1,2021
ALUNO-1174,6.0,0.0,0,2.0,1,6.3,R,Não,10.0,Ágata,2,8.3,3.8,7.2,6.7,16.0,1.0,6,6.775,F,1,2021
ALUNO-1175,2.2,-1.0,0,1.0,0,6.7,B,Não,5.0,Ágata,2,8.0,7.5,6.3,8.4,11.0,0.0,1,5.915,M,0,2021
ALUNO-1176,8.5,-1.0,1,4.0,1,9.3,B,Sim,5.0,Ametista,3,9.2,8.1,6.9,8.4,16.0,0.0,5,8.003,M,0,2021
ALUNO-1181,7.6,-1.0,0,2.0,0,8.7,B,Não,5.0,Ametista,3,9.0,5.6,9.6,8.1,11.0,1.0,1,7.961,F,0,2021
ALUNO-1182,4.4,0.0,0,0.0,0,6.6,B,Não,10.0,Ametista,3,7.4,7.5,8.3,6.6,8.0,0.0,0,7.006,M,1,2021
ALUNO-1183,6.4,-1.0,0,0.0,0,8.3,B,Não,5.0,Ametista,3,8.5,7.5,9.2,7.5,11.0,1.0,1,7.614,F,0,2021
ALUNO-1190,6.1,-1.0,0,2.0,0,8.3,B,Não,5.0,Ametista,3,8.5,7.5,8.8,8.1,12.0,1.0,2,7.554,F,0,2021
ALUNO-1191,1.9,0.0,0,4.0,1,4.2,B,Não,10.0,Quartzo,1,7.5,4.4,2.5,7.1,13.0,0.0,3,4.615,M,1,2021
ALUNO-1195,7.4,0.0,0,1.0,0,8.3,B,Não,10.0,Topázio,4,9.2,7.5,8.6,7.9,12.0,1.0,3,8.322,F,1,2021
ALUNO-1196,6.1,,0,0.0,0,9.0,P,Não,10.0,Ametista,3,9.2,7.5,6.9,8.3,,1.0,7,7.892,F,0,2021
ALUNO-1197,7.8,0.0,0,5.0,1,7.3,B,Não,10.0,Ametista,3,8.3,7.5,8.3,7.8,17.0,0.0,7,8.04,M,1,2021
ALUNO-1198,2.4,-1.0,0,1.0,0,5.3,B,Não,5.0,Quartzo,1,9.5,5.0,3.3,6.7,12.0,1.0,2,4.814,F,0,2021
ALUNO-1199,4.9,-1.0,0,0.0,0,7.7,B,Não,5.0,Ametista,3,8.5,7.5,8.3,7.5,9.0,0.0,0,7.025,M,0,2021
ALUNO-1201,6.5,0.0,0,0.0,1,7.1,R,Não,10.0,Ametista,3,7.1,5.6,6.1,8.1,17.0,1.0,7,7.031,F,1,2021
ALUNO-1204,6.9,0.0,1,0.0,0,9.6,R,Sim,10.0,Topázio,4,10.0,7.5,9.6,8.3,9.0,1.0,1,8.797,F,1,2021
ALUNO-1205,5.5,0.0,0,2.0,0,8.9,B,Não,10.0,Ametista,3,8.5,7.5,9.2,7.3,10.0,1.0,2,8.04,F,1,2021
ALUNO-1206,7.6,0.0,1,0.0,0,9.7,R,Sim,10.0,Topázio,4,8.5,7.5,10.0,8.1,8.0,0.0,0,8.871,M,1,2021
ALUNO-1210,6.8,0.0,0,0.0,0,8.0,R,Não,10.0,Topázio,4,8.0,7.5,10.0,7.5,8.0,0.0,0,8.25,M,1,2021
ALUNO-1211,4.8,0.0,0,0.0,0,6.1,R,Não,10.0,Ágata,2,8.4,7.5,6.7,6.6,8.0,1.0,0,6.748,F,1,2021
ALUNO-1212,3.3,-1.0,0,0.0,0,7.2,R,Não,5.0,Ágata,2,9.0,6.3,4.2,7.5,11.0,1.0,1,5.703,F,0,2021
ALUNO-1214,3.0,-1.0,1,0.0,0,9.2,B,Sim,5.0,Ametista,3,10.0,7.5,10.0,8.1,11.0,1.0,1,7.496,F,0,2021
ALUNO-1215,6.3,-1.0,0,2.0,0,8.4,B,Não,5.0,Ametista,3,9.5,2.5,10.0,7.5,11.0,0.0,1,7.401,M,0,2021
ALUNO-1217,7.6,-1.0,1,5.0,1,9.5,R,Sim,5.0,Ametista,3,8.8,7.5,8.6,9.2,14.0,0.0,3,8.181,M,0,2021
ALUNO-1219,7.9,1.0,0,4.0,1,8.6,P,Não,10.0,Ametista,3,7.9,7.5,7.5,8.6,14.0,0.0,5,8.201,M,0,2021
ALUNO-1221,8.0,-1.0,1,0.0,0,9.4,R,Sim,5.0,Topázio,4,9.0,7.5,10.0,9.8,13.0,0.0,2,8.618,M,0,2021
ALUNO-1223,4.7,-1.0,0,2.0,0,6.8,B,Não,5.0,Ágata,2,6.8,8.1,8.3,8.1,12.0,1.0,2,6.779,F,0,2021
ALUNO-1226,4.7,-1.0,0,2.0,0,6.8,R,Não,5.0,Ágata,2,5.3,8.1,8.3,8.1,12.0,0.0,2,6.621,M,0,2021
ALUNO-1228,3.1,0.0,0,2.0,0,2.5,B,Não,10.0,Quartzo,1,0.0,7.5,0.6,6.3,12.0,1.0,3,3.603,F,1,2021
ALUNO-1229,0.7,-1.0,0,3.0,0,7.9,R,Não,5.0,Ágata,2,9.5,4.4,5.8,8.1,10.0,1.0,1,5.588,F,0,2021
ALUNO-1230,5.8,1.0,0,4.0,1,8.1,B,Não,10.0,Ametista,3,7.1,6.9,8.6,8.1,13.0,0.0,4,7.714,M,0,2021
ALUNO-1231,3.1,-1.0,0,4.0,0,6.5,R,Não,5.0,Quartzo,1,0.0,6.3,1.7,7.5,13.0,1.0,2,4.133,F,0,2021
ALUNO-1232,0.9,-1.0,0,2.0,0,2.5,R,Não,5.0,Quartzo,1,0.0,7.5,0.8,6.3,13.0,0.0,2,2.717,M,0,2021
ALUNO-1233,7.8,0.0,0,4.0,1,6.5,P,Não,10.0,Ametista,3,9.6,5.0,6.7,7.7,15.0,0.0,5,7.416,M,1,2021
ALUNO-1234,5.6,0.0,0,0.0,0,7.2,B,Não,10.0,Ametista,3,8.5,7.5,6.7,7.5,8.0,1.0,0,7.229,F,1,2021
ALUNO-1237,2.3,-1.0,0,2.0,0,4.2,R,Não,5.0,Quartzo,1,6.7,7.5,2.2,7.1,14.0,0.0,3,4.372,M,0,2021
ALUNO-1239,2.0,-1.0,0,0.0,0,5.9,B,Não,5.0,Ágata,2,8.5,7.5,5.8,7.3,11.0,1.0,1,5.574,F,0,2021
ALUNO-1240,4.3,-1.0,0,0.0,0,8.5,R,Não,5.0,Ametista,3,7.4,7.5,7.9,7.9,13.0,0.0,2,6.917,M,0,2021
ALUNO-1242,2.4,-1.0,0,0.0,0,6.6,B,Não,5.0,Quartzo,1,7.4,7.5,4.6,8.1,11.0,0.0,1,5.507,M,0,2021
ALUNO-1244,5.8,-1.0,0,2.0,0,7.4,P,Não,5.0,Ametista,3,10.0,7.5,8.8,7.5,10.0,1.0,1,7.389,F,0,2021
ALUNO-1248,6.5,-1.0,0,4.0,1,6.1,B,Não,5.0,Ágata,2,9.2,5.6,3.9,7.7,14.0,1.0,3,6.047,F,0,2021
ALUNO-1250,5.8,-1.0,0,2.0,0,7.1,P,Não,5.0,Ágata,2,6.7,6.9,5.8,7.5,14.0,1.0,3,6.343,F,0,2021
