,nome,idade,cg,pedra,inde,iaa,ieg,ips,ida,ipv,ian,ipp,qtd_aval,indicado_bolsa,sexo,ponto_virada_encoded,anos_pm,destaque_ieg_resultado_encoded,destaque_ida_resultado_encoded,destaque_ipv_resultado_encoded,rec_sintese,diff_fase
271,ALUNO-416,15.0,482.0,Ágata,7.021737821285376,10.00002,8.132297717537991,5.625,6.288888888888889,6.6249925,5.0,7.5,4.0,Não,F,0,4.0,1,-1,-1,1.0,-2.0
272,ALUNO-417,9.0,322.0,Ametista,7.480306934472935,8.500020000000001,8.005698005698004,7.5,6.75,6.833326666666667,10.0,5.625,3.0,Não,F,0,0.0,1,-1,-1,0.0,0.0
273,ALUNO-418,11.0,589.0,Ágata,6.706677413255361,9.000020000000001,8.491715399610136,5.625,5.416666666666667,6.999995,5.0,5.625,2.0,Não,F,0,0.0,1,-1,-1,0.0,-2.0
274,ALUNO-419,16.0,470.0,Ametista,7.051313529258098,10.00002,8.256563479623825,7.5,5.166666666666667,6.8333275,5.0,7.5,4.0,Sim,F,0,0.0,1,-1,-1,1.0,-2.0
275,ALUNO-420,11.0,85.0,Topázio,8.199571556935819,9.50002,9.233954451345756,7.5,9.083333333333334,8.55556,5.0,6.25,3.0,Sim,F,1,0.0,1,1,1,1.0,-1.0
276,ALUNO-421,17.0,777.0,Quartzo,5.580600676434676,9.16668,6.14606227106227,5.0,5.611111111111111,4.37499,5.0,4.375,3.0,Não,M,0,4.0,-1,-1,-1,0.0,-2.0
277,ALUNO-422,11.0,260.0,Ametista,7.633511273307791,9.50002,9.18837803320562,7.5,7.083333333333334,8.083335,5.0,5.625,2.0,Não,F,0,1.0,1,-1,1,1.0,-1.0
278,ALUNO-424,14.0,561.0,Ágata,6.77720046886447,9.000020000000001,7.677655677655677,6.25,5.416666666666666,7.333336666666667,5.0,6.666666666666666,3.0,Não,F,0,5.0,1,-1,-1,1.0,-2.0
279,ALUNO-425,15.0,646.0,Ágata,6.477875763475088,10.00002,6.345970206264323,7.5,4.611111111111112,6.6666625,5.0,7.03125,4.0,Não,F,0,3.0,-1,-1,-1,1.0,-1.0
280,ALUNO-427,8.0,29.0,Topázio,8.565661700730832,9.50002,9.22829183698749,6.875,9.516666666666667,8.08334,10.0,5.625,2.0,Sim,F,0,0.0,1,1,1,1.0,0.0
281,ALUNO-428,11.0,274.0,Ametista,7.592571588972432,9.000020000000001,8.337844611528823,7.5,7.833333333333334,7.91667,5.0,6.25,2.0,Não,F,0,0.0,1,1,1,0.0,-1.0
282,ALUNO-429,13.0,537.0,Ágata,6.854144924976259,8.000020000000001,7.749881291547958,7.5,5.75,7.5,5.0,6.041666666666667,3.0,Não,F,0,0.0,1,-1,1,1.0,-1.0
283,ALUNO-430,11.0,472.0,Ametista,7.049267860998651,8.000020000000001,8.34008097165992,7.5,6.333333333333334,7.666665,5.0,5.3125,2.0,Não,F,0,0.0,1,-1,1,0.0,-2.0
284,ALUNO-432,11.0,826.0,Quartzo,4.948613444444445,6.91668,7.222222222222223,5.0,3.75,3.750005,5.0,3.125,2.0,Não,F,0,2.0,-1,-1,-1,0.0,-1.0
285,ALUNO-433,11.0,69.0,Topázio,8.263890666666667,7.00002,10.0,7.5,7.5,8.444443333333334,10.0,6.25,3.0,Não,F,1,0.0,1,1,1,1.0,0.0
286,ALUNO-434,14.0,174.0,Ametista,7.888891111111111,10.00002,10.0,6.875,6.055555555555556,8.38889,5.0,8.125,3.0,Sim,F,1,0.0,1,-1,1,1.0,-1.0
287,ALUNO-436,13.0,690.0,Ágata,6.286539794871795,9.000020000000001,5.64102564102564,7.5,4.75,7.166663333333332,5.0,6.25,3.0,Não,F,0,1.0,-1,-1,-1,0.0,-1.0
288,ALUNO-437,11.0,234.0,Ametista,7.700002222222222,8.500020000000001,8.777777777777779,7.5,8.75,7.555556666666667,5.0,5.833333333333334,3.0,Não,F,0,4.0,1,1,1,1.0,-1.0
289,ALUNO-438,18.0,745.0,Quartzo,5.848312797385621,7.91667,4.521078431372549,7.5,3.305555555555556,7.222219999999999,5.0,7.96875,4.0,Sim,M,0,1.0,-1,-1,-1,1.0,-1.0
290,ALUNO-441,13.0,554.0,Ágata,6.802149357015729,8.75001,5.765262340634195,5.625,6.344444444444445,6.04166,10.0,7.34375,4.0,Sim,M,0,3.0,-1,-1,-1,1.0,0.0
291,ALUNO-444,13.0,399.0,Ametista,7.284286390189521,8.000020000000001,9.342251950947604,7.5,5.933333333333334,7.66667,5.0,6.458333333333334,3.0,Não,F,0,1.0,1,-1,1,0.0,-1.0
292,ALUNO-446,11.0,244.0,Ametista,7.676131896086369,8.000020000000001,9.568151147098517,7.5,7.833333333333334,7.916665,5.0,5.625,2.0,Não,M,0,0.0,1,1,1,1.0,-2.0
293,ALUNO-447,12.0,393.0,Ametista,7.301750696192697,8.500020000000001,8.897630147630148,5.625,7.416666666666666,7.611113333333334,5.0,6.041666666666667,3.0,Não,M,0,3.0,1,-1,1,1.0,-2.0
294,ALUNO-448,13.0,321.0,Ametista,7.482452161616162,9.000020000000001,9.14141414141414,7.5,5.583333333333333,8.500003333333334,5.0,6.875,3.0,Sim,F,1,3.0,1,-1,1,1.0,-1.0
295,ALUNO-449,11.0,235.0,Ametista,7.694600987654322,8.000020000000001,8.271604938271604,7.5,6.166666666666666,8.055556666666666,10.0,6.458333333333334,3.0,Não,F,0,3.0,1,-1,1,0.0,0.0
296,ALUNO-450,17.0,846.0,Quartzo,4.331819181818182,7.91667,1.950757575757576,7.5,1.166666666666667,5.833336666666667,5.0,5.0,4.0,Não,M,0,3.0,-1,-1,-1,0.0,-2.0
297,ALUNO-452,11.0,486.0,Ágata,7.003526974358975,6.91668,8.705128205128204,5.625,6.916666666666667,7.5,5.0,6.25,3.0,Não,M,0,1.0,1,-1,1,0.0,-1.0
298,ALUNO-454,17.0,259.0,Ametista,7.639929503052503,8.33334,7.532623626373626,7.5,7.755555555555556,8.666673333333332,5.0,7.65625,4.0,Sim,M,1,0.0,1,1,1,1.0,-2.0
299,ALUNO-455,11.0,47.0,Topázio,8.400003111111111,9.000020000000001,9.555555555555555,7.5,8.083333333333332,7.777783333333335,10.0,6.666666666666666,3.0,Não,F,0,3.0,1,1,1,1.0,0.0
300,ALUNO-456,11.0,180.0,Ametista,7.866088525252525,8.500020000000001,9.30959595959596,7.5,7.75,8.333336666666668,5.0,6.875,3.0,Sim,F,0,0.0,1,1,1,1.0,-1.0
301,ALUNO-461,11.0,185.0,Ametista,7.856253333333334,9.000020000000001,9.0,7.5,7.416666666666666,8.83334,5.0,6.5625,2.0,Sim,F,1,0.0,1,-1,1,1.0,-1.0
302,ALUNO-463,14.0,247.0,Ametista,7.674870047785548,9.16668,9.23892773892774,5.0,6.0,7.4583325,10.0,7.1875,4.0,Não,M,0,5.0,1,-1,-1,1.0,1.0
303,ALUNO-465,11.0,186.0,Ametista,7.854693065681446,8.000020000000001,8.992200328407225,7.5,8.0,8.750005,5.0,6.5625,2.0,Não,M,1,1.0,1,1,1,1.0,-1.0
304,ALUNO-469,14.0,311.0,Ametista,7.500521257187258,8.33334,8.23038073038073,5.625,5.355555555555555,7.875,10.0,8.125,4.0,Não,M,0,6.0,1,-1,1,1.0,0.0
305,ALUNO-470,11.0,249.0,Ametista,7.664929827586207,8.500020000000001,9.251724137931037,6.875,7.5,8.416665,5.0,5.9375,2.0,Não,F,1,0.0,1,1,1,0.0,-1.0
306,ALUNO-471,11.0,473.0,Ametista,7.044440865959365,9.000020000000001,8.826364329796824,7.5,6.75,6.08333,5.0,5.625,2.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
307,ALUNO-474,12.0,613.0,Ágata,6.636118019594441,9.000020000000001,8.694463431305536,7.5,3.666666666666667,6.94445,5.0,6.25,3.0,Não,M,0,3.0,1,-1,-1,1.0,-1.0
308,ALUNO-475,14.0,851.0,Quartzo,4.265426587301587,0.0,6.207341269841269,5.0,3.166666666666667,3.75,5.0,6.40625,4.0,Não,F,0,0.0,-1,-1,-1,0.0,-1.0
309,ALUNO-477,14.0,672.0,Ágata,6.339605488215488,10.00002,6.774410774410775,5.0,5.083333333333334,6.611106666666666,5.0,6.458333333333334,3.0,Não,F,0,3.0,-1,-1,-1,0.0,-2.0
310,ALUNO-479,17.0,821.0,Quartzo,4.985248010595543,0.0,3.972415052977713,8.75,3.733333333333333,7.611116666666667,5.0,5.46875,4.0,Sim,M,0,0.0,-1,-1,1,1.0,-1.0
311,ALUNO-480,8.0,675.0,Ágata,6.330304030303031,8.000020000000001,5.901515151515152,8.125,5.0,5.499995,10.0,4.375,2.0,Não,F,0,0.0,-1,-1,-1,0.0,0.0
312,ALUNO-481,11.0,307.0,Ametista,7.50432758974359,9.000020000000001,8.865384615384615,7.5,7.833333333333334,7.41666,5.0,5.3125,2.0,Não,F,0,0.0,1,1,-1,0.0,-2.0
313,ALUNO-482,14.0,38.0,Topázio,8.467711333333334,10.00002,10.0,7.5,7.666666666666667,9.125005000000002,5.0,8.59375,4.0,Não,F,1,6.0,1,1,1,1.0,-1.0
314,ALUNO-483,13.0,19.0,Topázio,8.672919666666665,9.58335,9.666666666666666,5.625,8.166666666666666,8.70834,10.0,8.4375,4.0,Não,F,1,4.0,1,1,1,1.0,0.0
315,ALUNO-486,14.0,843.0,Quartzo,4.498817405961047,0.0,4.775329529805234,5.625,6.0,3.7500075,5.0,5.3125,4.0,Não,M,0,3.0,-1,-1,-1,1.0,-1.0
316,ALUNO-489,11.0,319.0,Ametista,7.483335333333333,8.000020000000001,9.166666666666666,7.5,7.75,7.333333333333333,5.0,5.833333333333334,3.0,Não,F,0,0.0,1,1,-1,0.0,-1.0
317,ALUNO-490,16.0,542.0,Ágata,6.846262254901961,7.91667,8.243464052287582,5.625,6.722222222222222,7.416665,2.5,7.65625,4.0,Não,M,0,6.0,1,-1,-1,1.0,-3.0
318,ALUNO-491,12.0,437.0,Ametista,7.180556888888889,9.50002,9.444444444444445,7.5,5.5,6.833329999999998,5.0,6.25,3.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
319,ALUNO-493,11.0,665.0,Ágata,6.376068673350042,6.91668,8.672013366750209,7.5,5.75,5.24999,5.0,5.0,2.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
320,ALUNO-496,13.0,183.0,Ametista,7.860874682539682,9.58335,8.87797619047619,7.5,6.155555555555555,7.5,10.0,6.458333333333334,3.0,Não,F,0,4.0,1,-1,1,1.0,2.0
321,ALUNO-497,13.0,474.0,Ametista,7.039899101010102,8.75001,5.602272727272728,7.5,6.777777777777779,5.944440000000002,10.0,7.5,3.0,Não,F,0,1.0,-1,-1,-1,0.0,0.0
322,ALUNO-498,13.0,765.0,Quartzo,5.670581974747474,9.58335,4.255681818181818,7.5,2.555555555555556,4.8749975,10.0,6.25,4.0,Não,M,0,1.0,-1,-1,-1,1.0,0.0
323,ALUNO-499,13.0,176.0,Ametista,7.882917128747796,9.50002,8.977072310405644,8.125,7.5,8.500003333333334,5.0,6.25,3.0,Não,F,1,5.0,1,1,1,1.0,-1.0
324,ALUNO-501,13.0,379.0,Ametista,7.335914920634921,8.000020000000001,9.269841269841269,7.5,7.083333333333334,7.055556666666667,5.0,6.041666666666667,3.0,Não,F,0,0.0,1,-1,-1,1.0,-2.0
325,ALUNO-502,15.0,376.0,Ametista,7.356831539359108,10.00002,8.33137408568443,9.375,4.411111111111111,7.7916625,5.0,8.125,4.0,Sim,M,0,4.0,1,-1,1,1.0,-1.0
326,ALUNO-503,10.0,196.0,Ametista,7.826390666666667,8.500020000000001,10.0,7.5,8.166666666666666,7.444443333333333,5.0,6.041666666666667,3.0,Não,M,0,2.0,1,1,-1,0.0,-1.0
327,ALUNO-504,17.0,579.0,Ágata,6.724948054112554,9.16668,7.041396103896105,7.5,7.0,6.4583375,5.0,4.583333333333333,3.0,Não,F,0,0.0,-1,-1,-1,1.0,-2.0
328,ALUNO-505,14.0,172.0,Ametista,7.893786180672269,9.16668,7.93767507002801,10.0,5.333333333333333,7.7083325,10.0,7.8125,4.0,Sim,M,0,0.0,1,-1,1,1.0,0.0
329,ALUNO-507,15.0,573.0,Ágata,6.738025960317461,9.58335,7.961309523809524,5.625,5.577777777777778,6.3749925,5.0,7.34375,4.0,Sim,F,0,6.0,1,-1,-1,1.0,-1.0
330,ALUNO-508,9.0,212.0,Ametista,7.771092108287961,8.500020000000001,9.70961887477314,7.5,7.916666666666666,7.916665,5.0,5.625,2.0,Não,M,0,0.0,1,1,1,0.0,-1.0
331,ALUNO-510,9.0,275.0,Ametista,7.592405198653199,8.916680000000001,8.993265993265993,6.875,7.5,8.41667,5.0,5.3125,2.0,Não,F,1,0.0,1,1,1,1.0,-1.0
332,ALUNO-513,11.0,81.0,Topázio,8.219535581098341,10.00002,9.2330779054917,7.5,8.5,8.83334,5.0,6.5625,2.0,Sim,F,1,2.0,1,1,1,1.0,-1.0
333,ALUNO-514,16.0,716.0,Ágata,6.058117716450217,7.91667,6.915584415584416,7.5,4.75,6.1250025,5.0,4.583333333333333,3.0,Não,M,0,0.0,-1,-1,-1,0.0,-1.0
334,ALUNO-516,9.0,444.0,Ametista,7.139326474295761,9.50002,7.13412070481214,7.5,6.916666666666666,7.833335,5.0,5.625,2.0,Não,M,0,0.0,-1,-1,1,0.0,-1.0
335,ALUNO-519,8.0,58.0,Topázio,8.325132654369785,8.500020000000001,8.663153271848923,7.5,8.9,8.25,10.0,5.625,2.0,Não,M,0,0.0,1,1,1,1.0,0.0
336,ALUNO-520,12.0,59.0,Topázio,8.31659788888889,7.5,10.0,6.25,7.744444444444444,8.29167,10.0,7.34375,4.0,Não,M,0,4.0,1,1,1,1.0,1.0
337,ALUNO-521,12.0,506.0,Ágata,6.950124578570855,8.500020000000001,7.375612892854272,6.25,6.666666666666666,7.5,5.0,6.666666666666666,3.0,Não,F,0,4.0,-1,-1,1,0.0,-1.0
338,ALUNO-522,13.0,742.0,Quartzo,5.857687358741682,8.500020000000001,4.280096793708409,7.5,4.466666666666667,7.333330000000001,5.0,5.416666666666667,3.0,Não,M,0,4.0,-1,-1,-1,1.0,-1.0
339,ALUNO-524,11.0,70.0,Topázio,8.261113555555557,9.50002,9.86111111111111,7.5,8.166666666666668,8.944446666666666,5.0,6.666666666666666,3.0,Sim,M,1,2.0,1,1,1,1.0,-1.0
340,ALUNO-525,18.0,125.0,Topázio,8.0677095,8.75001,10.0,7.5,7.75,8.291667499999999,5.0,7.34375,4.0,Sim,M,0,0.0,1,1,1,1.0,-1.0
341,ALUNO-527,18.0,550.0,Ágata,6.818223705882353,0.0,8.400490196078431,7.5,7.633333333333333,7.666670000000002,5.0,8.28125,4.0,Não,F,0,5.0,1,1,1,1.0,-1.0
342,ALUNO-528,14.0,736.0,Quartzo,5.918180818181819,8.33334,5.340909090909091,7.5,5.0,5.708325,5.0,6.25,4.0,Não,F,0,0.0,-1,-1,-1,0.0,-1.0
343,ALUNO-529,13.0,214.0,Ametista,7.756396186948853,9.50002,7.601410934744268,7.5,9.5,7.55556,5.0,6.25,3.0,Sim,M,0,1.0,1,1,1,1.0,-2.0
344,ALUNO-532,11.0,671.0,Ágata,6.342157529411765,9.000020000000001,6.960784313725491,7.5,4.583333333333334,6.91666,5.0,5.0,2.0,Não,F,0,0.0,-1,-1,-1,0.0,-2.0
345,ALUNO-536,13.0,609.0,Ágata,6.64462715942029,6.91668,9.64673913043478,7.5,4.333333333333333,6.722223333333333,5.0,5.625,3.0,Não,M,0,1.0,1,-1,-1,0.0,-1.0
346,ALUNO-537,11.0,710.0,Ágata,6.099018903724453,7.50002,7.361759518622263,5.0,5.05,6.833325,5.0,5.0,2.0,Não,M,0,1.0,-1,-1,-1,0.0,-2.0
347,ALUNO-539,9.0,552.0,Ágata,6.810393938277065,10.00002,7.895719691385326,5.625,6.5,6.99999,5.0,4.6875,2.0,Não,M,0,0.0,1,-1,-1,0.0,-1.0
348,ALUNO-541,15.0,582.0,Ágata,6.719708994708995,8.33334,7.945767195767196,5.625,4.777777777777778,6.08333,10.0,5.625,3.0,Não,F,0,3.0,1,-1,-1,0.0,0.0
349,ALUNO-543,8.0,104.0,Topázio,8.135541086517346,9.50002,8.54852876592007,7.5,8.066666666666666,7.75,10.0,5.625,2.0,Não,F,0,0.0,1,1,1,0.0,0.0
350,ALUNO-544,14.0,640.0,Ágata,6.527470839262188,8.33334,6.916872529644269,6.875,5.833333333333333,6.111103333333335,5.0,7.34375,3.0,Não,M,0,3.0,-1,-1,-1,1.0,-1.0
351,ALUNO-546,20.0,836.0,Quartzo,4.786009931839403,7.08334,4.63109243697479,6.25,1.588888888888889,6.277773333333335,5.0,4.53125,4.0,Não,M,0,4.0,-1,-1,-1,0.0,-1.0
352,ALUNO-548,9.0,60.0,Topázio,8.306255790104949,9.50002,9.135432283858073,7.5,7.5,8.166670000000002,10.0,6.458333333333334,3.0,Não,F,0,1.0,1,1,1,0.0,0.0
353,ALUNO-551,8.0,21.0,Topázio,8.650214173961842,8.500020000000001,9.20314253647587,8.125,9.183333333333334,8.583335,10.0,5.9375,2.0,Sim,F,1,0.0,1,1,1,1.0,0.0
354,ALUNO-553,11.0,458.0,Ametista,7.094446,8.000020000000001,10.0,7.5,5.25,7.055553333333332,5.0,5.833333333333334,3.0,Não,M,0,0.0,1,-1,-1,0.0,-1.0
355,ALUNO-554,13.0,187.0,Ametista,7.844981076923077,9.000020000000001,8.717948717948719,7.5,8.75,7.777780000000001,5.0,6.458333333333334,3.0,Não,M,0,0.0,1,1,1,1.0,-1.0
356,ALUNO-556,15.0,493.0,Ágata,6.982364483405484,7.08334,8.667027417027416,5.0,6.0,7.875,5.0,7.65625,4.0,Não,F,0,0.0,1,-1,1,1.0,-2.0
357,ALUNO-557,14.0,761.0,Quartzo,5.679047285714286,9.16668,5.291071428571428,7.5,3.0,5.833325,5.0,6.875,4.0,Não,M,0,4.0,-1,-1,-1,0.0,-1.0
358,ALUNO-558,15.0,794.0,Quartzo,5.423826381118881,7.08334,5.811844405594407,6.25,3.0,5.6249925,5.0,7.03125,4.0,Não,F,0,0.0,-1,-1,-1,1.0,-2.0
359,ALUNO-560,12.0,806.0,Quartzo,5.261113333333334,9.000020000000001,3.7,5.0,2.966666666666667,7.222223333333333,5.0,5.833333333333334,3.0,Não,M,0,3.0,-1,-1,-1,0.0,-1.0
360,ALUNO-561,15.0,730.0,Quartzo,5.986962451914099,7.5,5.788982259570494,5.625,6.0,6.58333,2.5,7.5,4.0,Não,F,0,3.0,-1,-1,-1,1.0,-3.0
361,ALUNO-562,11.0,157.0,Ametista,7.945715145299146,7.91667,8.282051282051283,7.5,8.144444444444444,6.999995,10.0,7.1875,4.0,Não,M,0,3.0,1,1,-1,1.0,1.0
362,ALUNO-563,11.0,477.0,Ametista,7.038692476190477,8.500020000000001,9.047619047619047,7.5,5.833333333333333,7.0,5.0,5.625,3.0,Não,F,0,1.0,1,-1,-1,0.0,-1.0
363,ALUNO-565,11.0,273.0,Ametista,7.593564610229277,9.000020000000001,9.217813051146384,7.5,7.916666666666666,7.166666666666666,5.0,5.833333333333334,3.0,Não,F,0,1.0,1,1,-1,0.0,-1.0
364,ALUNO-566,16.0,270.0,Ametista,7.605386610766046,8.75001,6.441511387163561,7.5,7.533333333333334,7.333333333333333,10.0,7.1875,4.0,Não,M,0,1.0,-1,1,-1,1.0,0.0
365,ALUNO-569,10.0,75.0,Topázio,8.231946666666667,9.000020000000001,10.0,7.5,9.5,7.88889,5.0,6.041666666666667,3.0,Sim,M,0,2.0,1,1,1,1.0,-1.0
366,ALUNO-573,11.0,306.0,Ametista,7.507147550527904,9.50002,8.723227752639517,7.5,6.5,8.5,5.0,5.625,2.0,Não,F,1,0.0,1,-1,1,1.0,-2.0
367,ALUNO-574,18.0,113.0,Topázio,8.108784346405228,8.75001,9.477941176470589,7.5,6.722222222222221,9.500003333333332,5.0,8.4375,4.0,Sim,M,1,3.0,1,-1,1,1.0,-1.0
368,ALUNO-575,9.0,480.0,Ágata,7.02532017948718,9.50002,7.98076923076923,7.5,6.166666666666666,7.166655,5.0,5.625,2.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
369,ALUNO-576,8.0,492.0,Ágata,6.984583666666667,10.00002,7.5,7.5,4.433333333333334,6.583325,10.0,5.3125,2.0,Não,F,0,0.0,1,-1,-1,0.0,0.0
370,ALUNO-578,9.0,338.0,Ametista,7.441449523187053,8.500020000000001,8.98848428260193,7.5,6.583333333333334,8.16667,5.0,5.9375,2.0,Não,F,0,1.0,1,-1,1,1.0,-1.0
371,ALUNO-579,12.0,291.0,Ametista,7.558498337662337,9.000020000000001,8.354978354978355,6.25,8.083333333333332,8.000003333333334,5.0,6.458333333333334,3.0,Não,F,0,5.0,1,1,1,0.0,-1.0
372,ALUNO-580,11.0,278.0,Ametista,7.590874571428571,10.00002,9.523809523809524,7.5,6.5,7.555553333333333,5.0,6.25,3.0,Não,F,0,0.0,1,-1,1,0.0,-1.0
373,ALUNO-582,11.0,405.0,Ametista,7.276853518518519,9.50002,8.842592592592592,7.5,6.25,7.166665,5.0,6.25,2.0,Não,M,0,0.0,1,-1,-1,0.0,-1.0
374,ALUNO-583,16.0,791.0,Quartzo,5.486078375661376,6.25,6.513723544973545,5.625,4.333333333333333,5.958335,5.0,4.375,3.0,Não,F,0,3.0,-1,-1,-1,0.0,-1.0
375,ALUNO-585,17.0,790.0,Quartzo,5.518140515426498,10.00002,5.396249243799152,5.0,4.583333333333334,6.777776666666666,2.5,4.166666666666667,3.0,Não,F,0,4.0,-1,-1,-1,1.0,-4.0
376,ALUNO-586,12.0,334.0,Ametista,7.454659477025898,9.50002,9.314954051796157,7.5,6.333333333333334,7.5,5.0,6.25,3.0,Não,F,0,2.0,1,-1,1,0.0,-1.0
377,ALUNO-587,9.0,655.0,Ágata,6.433069783068783,7.41668,7.915343915343915,5.625,5.75,6.666665,5.0,5.625,2.0,Não,M,0,0.0,1,-1,-1,0.0,-1.0
378,ALUNO-588,10.0,390.0,Ametista,7.303474222222222,8.500020000000001,9.48611111111111,5.625,7.0,7.5,5.0,5.9375,2.0,Não,F,0,3.0,1,-1,1,0.0,-1.0
379,ALUNO-590,8.0,225.0,Ametista,7.736100484848485,9.000020000000001,7.674242424242425,8.125,8.35,6.75,10.0,4.6875,2.0,Não,F,0,0.0,1,1,-1,1.0,0.0
380,ALUNO-591,9.0,98.0,Topázio,8.150927925925927,8.000020000000001,9.62962962962963,7.5,7.75,7.5,10.0,6.25,3.0,Não,M,0,0.0,1,1,1,0.0,0.0
381,ALUNO-592,17.0,859.0,Quartzo,3.700281162781663,7.91667,3.359047202797203,5.0,1.111111111111111,4.2916625,2.5,4.0625,4.0,Não,F,0,0.0,-1,-1,-1,0.0,-4.0
382,ALUNO-593,17.0,685.0,Ágata,6.307682694139194,8.33334,6.637362637362637,7.5,4.833333333333333,6.2916725,5.0,6.71875,4.0,Não,F,0,0.0,-1,-1,-1,0.0,-2.0
383,ALUNO-594,13.0,108.0,Topázio,8.12134394356261,9.000020000000001,9.217813051146384,7.5,9.166666666666666,8.555563333333334,5.0,5.833333333333334,3.0,Sim,M,1,2.0,1,1,1,1.0,-2.0
384,ALUNO-595,8.0,231.0,Ametista,7.71314478904992,9.000020000000001,9.66988727858293,7.5,5.666666666666666,7.166659999999999,10.0,5.625,3.0,Não,M,0,1.0,1,-1,-1,0.0,1.0
385,ALUNO-600,11.0,572.0,Ágata,6.741243719576721,9.000020000000001,8.597883597883596,5.0,7.15,6.583325,5.0,3.75,2.0,Não,F,0,0.0,1,-1,-1,0.0,-2.0
386,ALUNO-602,13.0,822.0,Quartzo,4.971855378033206,9.50002,3.838441890166029,5.0,2.25,6.833325,5.0,4.375,2.0,Não,F,0,3.0,-1,-1,-1,1.0,-2.0
387,ALUNO-603,15.0,779.0,Quartzo,5.561111555555557,9.50002,8.61111111111111,5.0,2.333333333333333,5.444436666666668,5.0,3.333333333333333,3.0,Não,M,0,4.0,1,-1,-1,0.0,-2.0
388,ALUNO-607,15.0,679.0,Ágata,6.322651405982906,9.16668,6.52991452991453,7.5,5.0,6.1250025,5.0,6.25,4.0,Não,M,0,0.0,-1,-1,-1,0.0,-1.0
389,ALUNO-608,16.0,634.0,Ágata,6.576346820512821,7.08333,7.560897435897437,5.625,7.466666666666666,6.500005,5.0,5.0,3.0,Não,M,0,5.0,1,-1,-1,1.0,-1.0
390,ALUNO-610,17.0,785.0,Quartzo,5.54190442857143,5.0,5.948412698412699,7.5,3.011111111111111,7.291665,5.0,5.416666666666667,3.0,Sim,M,0,1.0,-1,-1,-1,0.0,-2.0
391,ALUNO-612,14.0,793.0,Quartzo,5.426853851851853,10.00002,7.75925925925926,6.875,2.5,5.0,2.5,4.375,2.0,Não,F,0,0.0,1,-1,-1,0.0,-3.0
392,ALUNO-613,13.0,601.0,Ágata,6.664746446689114,9.000020000000001,7.233445566778901,5.0,3.083333333333333,7.777776666666667,10.0,6.458333333333334,3.0,Não,F,0,4.0,-1,-1,1,0.0,0.0
393,ALUNO-615,10.0,56.0,Topázio,8.33840773949389,10.00002,9.03230203080278,7.5,8.916666666666668,9.05556,5.0,6.875,3.0,Sim,F,1,3.0,1,1,1,1.0,-1.0
394,ALUNO-617,9.0,201.0,Ametista,7.794468490299825,8.500020000000001,8.784832451499119,7.5,6.833333333333334,7.333333333333333,10.0,6.041666666666667,3.0,Não,M,0,1.0,1,-1,-1,0.0,0.0
395,ALUNO-621,11.0,614.0,Ágata,6.634286047619048,9.50002,6.238095238095238,7.5,7.1,6.333325,5.0,5.0,2.0,Não,F,0,0.0,-1,-1,-1,0.0,-2.0
396,ALUNO-622,14.0,850.0,Quartzo,4.276529111111112,9.16668,2.816666666666667,7.5,0.8888888888888888,3.875,5.0,5.9375,4.0,Não,F,0,4.0,-1,-1,-1,0.0,-1.0
397,ALUNO-623,13.0,336.0,Ametista,7.448464223100571,9.16668,7.749258893280633,7.5,5.222222222222222,7.5,10.0,6.875,3.0,Não,F,0,0.0,1,-1,1,1.0,0.0
398,ALUNO-624,17.0,858.0,Quartzo,3.737944252525253,7.08334,3.536931818181818,5.0,1.444444444444444,3.916675,2.5,5.0,4.0,Não,F,0,3.0,-1,-1,-1,0.0,-3.0
399,ALUNO-628,11.0,94.0,Topázio,8.172164185520362,9.000020000000001,9.16289592760181,7.5,8.75,8.916665,5.0,6.5625,2.0,Não,M,1,1.0,1,1,1,1.0,-2.0
400,ALUNO-632,11.0,748.0,Quartzo,5.818056666666667,7.41668,7.583333333333333,7.5,1.25,7.277776666666666,5.0,6.041666666666667,3.0,Não,M,0,1.0,1,-1,-1,0.0,-1.0
401,ALUNO-633,11.0,534.0,Ágata,6.860192771302772,9.50002,7.189847189847191,5.0,7.5,6.94444,5.0,5.833333333333334,3.0,Não,F,0,0.0,-1,1,-1,0.0,-1.0
402,ALUNO-634,14.0,807.0,Quartzo,5.248612,8.000020000000001,5.833333333333334,3.75,2.916666666666667,6.722216666666666,5.0,4.791666666666667,3.0,Não,M,0,4.0,-1,-1,-1,0.0,-2.0
403,ALUNO-637,13.0,518.0,Ágata,6.923613111111111,9.000020000000001,9.388888888888888,7.5,3.75,7.5,5.0,6.458333333333334,3.0,Não,M,0,0.0,1,-1,1,0.0,-1.0
404,ALUNO-638,15.0,847.0,Quartzo,4.311944251526252,9.16668,3.63610347985348,5.0,1.777777777777778,3.75,5.0,5.625,4.0,Não,F,0,3.0,-1,-1,-1,0.0,-2.0
405,ALUNO-641,13.0,682.0,Ágata,6.313483598204265,9.50002,6.741021324354657,7.5,4.083333333333333,6.722219999999999,5.0,6.041666666666666,3.0,Não,M,0,0.0,-1,-1,-1,0.0,-1.0
